node_number,shapley_one_round,leave_one_out_one_round
0,0.7923333333333333,0.01760000000000006
1,0.7923333333333333,0.01760000000000006
2,0.8200666666666667,0.009299999999999975
3,0.8200666666666667,0.009299999999999975
